transaction_id,transaction_datetime,register,line_item,upc,product_name,quantity,unit_price
21,2024-01-01 13:54:41,6,3,040000591512,Eggs,2,4.29
21,2024-01-01 13:54:41,6,4,040001330902,Milk,1,3.49
21,2024-01-01 13:54:41,6,5,040001996353,Salsa,1,4.49
21,2024-01-01 13:54:41,6,6,040002218170,Tortilla Chips,2,3.99
22,2024-01-01 14:00:18,9,1,040000073939,Bananas,1,0.59
22,2024-01-01 14:00:18,9,2,040000591512,Eggs,1,4.29
22,2024-01-01 14:00:18,9,3,040001183024,Lettuce,1,1.99
22,2024-01-01 14:00:18,9,4,040001996353,Salsa,3,4.49
22,2024-01-01 14:00:18,9,5,040002070292,Soda,1,1.99
22,2024-01-01 14:00:18,9,6,040002218170,Tortilla Chips,2,3.99
23,2024-01-01 14:15:41,4,1,040001330902,Milk,1,3.49
24,2024-01-01 14:51:01,6,1,040000073939,Bananas,1,0.59
24,2024-01-01 14:51:01,6,2,040000591512,Eggs,2,4.29
24,2024-01-01 14:51:01,6,3,040001330902,Milk,1,3.49
25,2024-01-01 14:59:16,5,1,040000591512,Eggs,2,4.29
25,2024-01-01 14:59:16,5,2,040001330902,Milk,1,3.49
25,2024-01-01 14:59:16,5,3,040001626658,Parmesan,1,5.49
25,2024-01-01 14:59:16,5,4,040001700597,Pasta,1,1.79
25,2024-01-01 14:59:16,5,5,040001774536,Pasta Sauce,1,3.29
26,2024-01-01 15:42:50,8,1,040000073939,Bananas,1,0.59
26,2024-01-01 15:42:50,8,2,040000517573,Dish Soap,1,3.99
26,2024-01-01 15:42:50,8,3,040000591512,Eggs,1,4.29
26,2024-01-01 15:42:50,8,4,040001330902,Milk,1,3.49
26,2024-01-01 15:42:50,8,5,040001626658,Parmesan,1,5.49
26,2024-01-01 15:42:50,8,6,040001700597,Pasta,2,1.79
26,2024-01-01 15:42:50,8,7,040001774536,Pasta Sauce,1,3.29
27,2024-01-01 16:01:59,9,1,040000073939,Bananas,2,0.59
27,2024-01-01 16:01:59,9,2,040000443634,Coffee Creamer,2,3.79
27,2024-01-01 16:01:59,9,3,040000813329,Ground Coffee,1,8.99
28,2024-01-01 16:04:57,10,1,040000073939,Bananas,1,0.59
28,2024-01-01 16:04:57,10,2,040000961207,Ice Cream,1,4.99
28,2024-01-01 16:04:57,10,3,040001922414,Rice,1,4.49
29,2024-01-01 16:30:08,7,1,040000073939,Bananas,1,0.59
29,2024-01-01 16:30:08,7,2,040001996353,Salsa,1,4.49
29,2024-01-01 16:30:08,7,3,040002218170,Tortilla Chips,1,3.99
30,2024-01-01 16:40:21,3,1,040000665451,Frozen Pizza,1,5.99
31,2024-01-01 16:46:23,3,1,040000147878,Bread,2,2.99
31,2024-01-01 16:46:23,3,2,040001330902,Milk,2,3.49
32,2024-01-01 17:08:06,4,1,040000073939,Bananas,1,0.59
32,2024-01-01 17:08:06,4,2,040000147878,Bread,3,2.99
32,2024-01-01 17:08:06,4,3,040000369695,Chicken Breast,1,7.99
32,2024-01-01 17:08:06,4,4,040000591512,Eggs,1,4.29
32,2024-01-01 17:08:06,4,5,040001330902,Milk,1,3.49
33,2024-01-01 17:09:53,6,1,040001330902,Milk,1,3.49
33,2024-01-01 17:09:53,6,2,040001700597,Pasta,1,1.79
33,2024-01-01 17:09:53,6,3,040001774536,Pasta Sauce,1,3.29
34,2024-01-01 17:28:11,4,1,040000073939,Bananas,1,0.59
34,2024-01-01 17:28:11,4,2,040000147878,Bread,1,2.99
34,2024-01-01 17:28:11,4,3,040000369695,Chicken Breast,1,7.99
34,2024-01-01 17:28:11,4,4,040001330902,Milk,1,3.49
35,2024-01-01 17:33:11,7,1,040000295756,Carrots,1,1.49
35,2024-01-01 17:33:11,7,2,040000961207,Ice Cream,1,4.99
35,2024-01-01 17:33:11,7,3,040001996353,Salsa,1,4.49
35,2024-01-01 17:33:11,7,4,040002070292,Soda,1,1.99
35,2024-01-01 17:33:11,7,5,040002218170,Tortilla Chips,1,3.99
36,2024-01-01 17:34:40,6,1,040000073939,Bananas,1,0.59
36,2024-01-01 17:34:40,6,2,040000443634,Coffee Creamer,1,3.79
36,2024-01-01 17:34:40,6,3,040000813329,Ground Coffee,1,8.99
36,2024-01-01 17:34:40,6,4,040001330902,Milk,2,3.49
36,2024-01-01 17:34:40,6,5,040001552719,Paper Towels,3,6.49
37,2024-01-01 18:07:10,7,1,040000147878,Bread,1,2.99
37,2024-01-01 18:07:10,7,2,040000591512,Eggs,1,4.29
37,2024-01-01 18:07:10,7,3,040000665451,Frozen Pizza,1,5.99
37,2024-01-01 18:07:10,7,4,040001330902,Milk,2,3.49
38,2024-01-01 18:12:59,5,1,040000369695,Chicken Breast,1,7.99
38,2024-01-01 18:12:59,5,2,040000591512,Eggs,1,4.29
38,2024-01-01 18:12:59,5,3,040000887268,Guacamole,1,5.99
38,2024-01-01 18:12:59,5,4,040002070292,Soda,1,1.99
38,2024-01-01 18:12:59,5,5,040002218170,Tortilla Chips,1,3.99
39,2024-01-01 18:24:02,3,1,040000073939,Bananas,1,0.59
39,2024-01-01 18:24:02,3,2,040000147878,Bread,1,2.99
39,2024-01-01 18:24:02,3,3,040000295756,Carrots,1,1.49
39,2024-01-01 18:24:02,3,4,040001330902,Milk,1,3.49
39,2024-01-01 18:24:02,3,5,040001552719,Paper Towels,1,6.49
39,2024-01-01 18:24:02,3,6,040001996353,Salsa,1,4.49
39,2024-01-01 18:24:02,3,7,040002218170,Tortilla Chips,1,3.99
40,2024-01-01 18:31:03,9,1,040000517573,Dish Soap,1,3.99
40,2024-01-01 18:31:03,9,2,040001922414,Rice,1,4.49
40,2024-01-01 18:31:03,9,3,040001996353,Salsa,1,4.49
40,2024-01-01 18:31:03,9,4,040002218170,Tortilla Chips,1,3.99
41,2024-01-01 18:35:33,7,1,040000591512,Eggs,1,4.29
41,2024-01-01 18:35:33,7,2,040001700597,Pasta,1,1.79
41,2024-01-01 18:35:33,7,3,040001774536,Pasta Sauce,1,3.29
42,2024-01-01 18:59:01,5,1,040000000000,Apples,1,2.49
42,2024-01-01 18:59:01,5,2,040000073939,Bananas,1,0.59
42,2024-01-01 18:59:01,5,3,040000147878,Bread,2,2.99
42,2024-01-01 18:59:01,5,4,040000517573,Dish Soap,2,3.99
42,2024-01-01 18:59:01,5,5,040000591512,Eggs,1,4.29
42,2024-01-01 18:59:01,5,6,040001035146,Jelly,3,3.49
42,2024-01-01 18:59:01,5,7,040001848475,Peanut Butter,1,4.99
43,2024-01-01 19:11:22,10,1,040000295756,Carrots,1,1.49
43,2024-01-01 19:11:22,10,2,040001035146,Jelly,3,3.49
43,2024-01-01 19:11:22,10,3,040001183024,Lettuce,3,1.99
43,2024-01-01 19:11:22,10,4,040001848475,Peanut Butter,2,4.99
44,2024-01-01 19:32:16,3,1,040000073939,Bananas,2,0.59
44,2024-01-01 19:32:16,3,2,040000517573,Dish Soap,1,3.99
44,2024-01-01 19:32:16,3,3,040000961207,Ice Cream,1,4.99
44,2024-01-01 19:32:16,3,4,040001256963,Maple Syrup,3,6.99
45,2024-01-01 19:33:31,10,1,040000073939,Bananas,1,0.59
45,2024-01-01 19:33:31,10,2,040000665451,Frozen Pizza,1,5.99
45,2024-01-01 19:33:31,10,3,040001330902,Milk,2,3.49
45,2024-01-01 19:33:31,10,4,040001848475,Peanut Butter,1,4.99
45,2024-01-01 19:33:31,10,5,040002144231,Tomatoes,1,2.99
46,2024-01-01 20:52:38,1,1,040000961207,Ice Cream,2,4.99
46,2024-01-01 20:52:38,1,2,040002144231,Tomatoes,1,2.99
47,2024-01-01 20:57:53,10,1,040000073939,Bananas,3,0.59
47,2024-01-01 20:57:53,10,2,040000147878,Bread,1,2.99
47,2024-01-01 20:57:53,10,3,040000665451,Frozen Pizza,2,5.99
47,2024-01-01 20:57:53,10,4,040001848475,Peanut Butter,1,4.99
47,2024-01-01 20:57:53,10,5,040002144231,Tomatoes,2,2.99
48,2024-01-01 21:13:07,1,1,040000073939,Bananas,3,0.59
48,2024-01-01 21:13:07,1,2,040000369695,Chicken Breast,1,7.99
48,2024-01-01 21:13:07,1,3,040001256963,Maple Syrup,1,6.99
48,2024-01-01 21:13:07,1,4,040001330902,Milk,1,3.49
48,2024-01-01 21:13:07,1,5,040001478780,Pancake Mix,1,3.19
48,2024-01-01 21:13:07,1,6,040002292109,Yogurt,3,1.29
49,2024-01-01 21:42:16,10,1,040000073939,Bananas,1,0.59
49,2024-01-01 21:42:16,10,2,040000147878,Bread,1,2.99
49,2024-01-01 21:42:16,10,3,040000295756,Carrots,1,1.49
49,2024-01-01 21:42:16,10,4,040001626658,Parmesan,2,5.49
49,2024-01-01 21:42:16,10,5,040001700597,Pasta,1,1.79
49,2024-01-01 21:42:16,10,6,040001774536,Pasta Sauce,1,3.29
50,2024-01-02 07:25:34,5,1,040000073939,Bananas,3,0.59
50,2024-01-02 07:25:34,5,2,040000147878,Bread,1,2.99
50,2024-01-02 07:25:34,5,3,040001183024,Lettuce,1,1.99
50,2024-01-02 07:25:34,5,4,040001256963,Maple Syrup,1,6.99
50,2024-01-02 07:25:34,5,5,040001478780,Pancake Mix,1,3.19
51,2024-01-02 08:06:54,10,1,040000147878,Bread,2,2.99
51,2024-01-02 08:06:54,10,2,040000591512,Eggs,1,4.29
51,2024-01-02 08:06:54,10,3,040001330902,Milk,1,3.49
51,2024-01-02 08:06:54,10,4,040001700597,Pasta,1,1.79
51,2024-01-02 08:06:54,10,5,040001774536,Pasta Sauce,1,3.29
52,2024-01-02 08:10:53,1,1,040001256963,Maple Syrup,1,6.99
52,2024-01-02 08:10:53,1,2,040001330902,Milk,1,3.49
52,2024-01-02 08:10:53,1,3,040001404841,Onions,1,1.19
52,2024-01-02 08:10:53,1,4,040001478780,Pancake Mix,2,3.19
53,2024-01-02 09:12:16,1,1,040000443634,Coffee Creamer,1,3.79
53,2024-01-02 09:12:16,1,2,040000813329,Ground Coffee,2,8.99
53,2024-01-02 09:12:16,1,3,040001330902,Milk,1,3.49
54,2024-01-02 09:19:46,6,1,040001035146,Jelly,1,3.49
54,2024-01-02 09:19:46,6,2,040001848475,Peanut Butter,1,4.99
54,2024-01-02 09:19:46,6,3,040002144231,Tomatoes,1,2.99
55,2024-01-02 10:05:52,3,1,040000147878,Bread,1,2.99
55,2024-01-02 10:05:52,3,2,040001626658,Parmesan,1,5.49
55,2024-01-02 10:05:52,3,3,040001774536,Pasta Sauce,2,3.29
56,2024-01-02 10:55:08,10,1,040000073939,Bananas,1,0.59
56,2024-01-02 10:55:08,10,2,040000147878,Bread,1,2.99
56,2024-01-02 10:55:08,10,3,040002144231,Tomatoes,1,2.99
57,2024-01-02 11:03:52,9,1,040000887268,Guacamole,3,5.99
57,2024-01-02 11:03:52,9,2,040001330902,Milk,1,3.49
57,2024-01-02 11:03:52,9,3,040001996353,Salsa,1,4.49
57,2024-01-02 11:03:52,9,4,040002070292,Soda,1,1.99
57,2024-01-02 11:03:52,9,5,040002218170,Tortilla Chips,3,3.99
58,2024-01-02 11:06:20,9,1,040000887268,Guacamole,2,5.99
58,2024-01-02 11:06:20,9,2,040001996353,Salsa,1,4.49
58,2024-01-02 11:06:20,9,3,040002070292,Soda,1,1.99
58,2024-01-02 11:06:20,9,4,040002218170,Tortilla Chips,1,3.99
59,2024-01-02 11:21:33,5,1,040000147878,Bread,1,2.99
59,2024-01-02 11:21:33,5,2,040001256963,Maple Syrup,1,6.99
59,2024-01-02 11:21:33,5,3,040001478780,Pancake Mix,1,3.19
60,2024-01-02 11:29:09,10,1,040000073939,Bananas,2,0.59
60,2024-01-02 11:29:09,10,2,040000591512,Eggs,1,4.29
60,2024-01-02 11:29:09,10,3,040001256963,Maple Syrup,1,6.99
60,2024-01-02 11:29:09,10,4,040001478780,Pancake Mix,2,3.19
61,2024-01-02 11:42:37,6,1,040000073939,Bananas,1,0.59
61,2024-01-02 11:42:37,6,2,040000147878,Bread,1,2.99
61,2024-01-02 11:42:37,6,3,040000591512,Eggs,1,4.29
61,2024-01-02 11:42:37,6,4,040001330902,Milk,1,3.49
62,2024-01-02 11:47:56,9,1,040000073939,Bananas,1,0.59
62,2024-01-02 11:47:56,9,2,040000295756,Carrots,1,1.49
62,2024-01-02 11:47:56,9,3,040000369695,Chicken Breast,1,7.99
62,2024-01-02 11:47:56,9,4,040001330902,Milk,1,3.49
62,2024-01-02 11:47:56,9,5,040001700597,Pasta,2,1.79
62,2024-01-02 11:47:56,9,6,040001774536,Pasta Sauce,2,3.29
63,2024-01-02 11:51:06,10,1,040000147878,Bread,1,2.99
63,2024-01-02 11:51:06,10,2,040000591512,Eggs,2,4.29
63,2024-01-02 11:51:06,10,3,040001700597,Pasta,1,1.79
63,2024-01-02 11:51:06,10,4,040001774536,Pasta Sauce,1,3.29
63,2024-01-02 11:51:06,10,5,040001922414,Rice,1,4.49
64,2024-01-02 12:01:59,7,1,040001996353,Salsa,1,4.49
64,2024-01-02 12:01:59,7,2,040002070292,Soda,1,1.99
64,2024-01-02 12:01:59,7,3,040002218170,Tortilla Chips,1,3.99
65,2024-01-02 12:09:20,8,1,040000073939,Bananas,1,0.59
65,2024-01-02 12:09:20,8,2,040001035146,Jelly,1,3.49
65,2024-01-02 12:09:20,8,3,040001183024,Lettuce,2,1.99
65,2024-01-02 12:09:20,8,4,040001330902,Milk,1,3.49
65,2024-01-02 12:09:20,8,5,040001848475,Peanut Butter,1,4.99
66,2024-01-02 12:12:07,9,1,040000073939,Bananas,1,0.59
66,2024-01-02 12:12:07,9,2,040001330902,Milk,1,3.49
66,2024-01-02 12:12:07,9,3,040001552719,Paper Towels,1,6.49
66,2024-01-02 12:12:07,9,4,040001996353,Salsa,1,4.49
66,2024-01-02 12:12:07,9,5,040002218170,Tortilla Chips,2,3.99
67,2024-01-02 12:31:00,6,1,040000073939,Bananas,2,0.59
67,2024-01-02 12:31:00,6,2,040000591512,Eggs,2,4.29
67,2024-01-02 12:31:00,6,3,040001330902,Milk,2,3.49
67,2024-01-02 12:31:00,6,4,040001700597,Pasta,3,1.79
67,2024-01-02 12:31:00,6,5,040001774536,Pasta Sauce,2,3.29
68,2024-01-02 12:46:16,1,1,040000591512,Eggs,1,4.29
68,2024-01-02 12:46:16,1,2,040001922414,Rice,1,4.49
69,2024-01-02 12:53:58,5,1,040000073939,Bananas,1,0.59
69,2024-01-02 12:53:58,5,2,040000369695,Chicken Breast,1,7.99
69,2024-01-02 12:53:58,5,3,040000887268,Guacamole,1,5.99
69,2024-01-02 12:53:58,5,4,040001996353,Salsa,2,4.49
69,2024-01-02 12:53:58,5,5,040002218170,Tortilla Chips,1,3.99
70,2024-01-02 13:01:56,9,1,040000073939,Bananas,1,0.59
70,2024-01-02 13:01:56,9,2,040000591512,Eggs,1,4.29
70,2024-01-02 13:01:56,9,3,040000961207,Ice Cream,2,4.99
70,2024-01-02 13:01:56,9,4,040001552719,Paper Towels,3,6.49
71,2024-01-02 13:03:20,7,1,040000073939,Bananas,2,0.59
71,2024-01-02 13:03:20,7,2,040000221817,Burger Buns,2,2.49
71,2024-01-02 13:03:20,7,3,040000591512,Eggs,1,4.29
71,2024-01-02 13:03:20,7,4,040000739390,Ground Beef,1,6.49
71,2024-01-02 13:03:20,7,5,040001109085,Ketchup,1,2.99
71,2024-01-02 13:03:20,7,6,040001922414,Rice,2,4.49
72,2024-01-02 13:50:52,2,1,040000073939,Bananas,2,0.59
72,2024-01-02 13:50:52,2,2,040001035146,Jelly,1,3.49
72,2024-01-02 13:50:52,2,3,040001330902,Milk,2,3.49
72,2024-01-02 13:50:52,2,4,040001848475,Peanut Butter,3,4.99
73,2024-01-02 14:50:24,10,1,040001183024,Lettuce,2,1.99
74,2024-01-02 14:59:11,10,1,040000147878,Bread,1,2.99
74,2024-01-02 14:59:11,10,2,040000295756,Carrots,3,1.49
74,2024-01-02 14:59:11,10,3,040001183024,Lettuce,1,1.99
74,2024-01-02 14:59:11,10,4,040001256963,Maple Syrup,1,6.99
74,2024-01-02 14:59:11,10,5,040001478780,Pancake Mix,1,3.19
75,2024-01-02 15:04:48,1,1,040000073939,Bananas,1,0.59
75,2024-01-02 15:04:48,1,2,040000147878,Bread,1,2.99
75,2024-01-02 15:04:48,1,3,040000517573,Dish Soap,2,3.99
75,2024-01-02 15:04:48,1,4,040001256963,Maple Syrup,1,6.99
75,2024-01-02 15:04:48,1,5,040001478780,Pancake Mix,2,3.19
76,2024-01-02 15:31:17,3,1,040000665451,Frozen Pizza,2,5.99
76,2024-01-02 15:31:17,3,2,040001256963,Maple Syrup,3,6.99
76,2024-01-02 15:31:17,3,3,040001330902,Milk,1,3.49
76,2024-01-02 15:31:17,3,4,040001478780,Pancake Mix,1,3.19
76,2024-01-02 15:31:17,3,5,040001922414,Rice,3,4.49
77,2024-01-02 15:41:54,9,1,040000000000,Apples,1,2.49
77,2024-01-02 15:41:54,9,2,040000073939,Bananas,1,0.59
77,2024-01-02 15:41:54,9,3,040000443634,Coffee Creamer,3,3.79
77,2024-01-02 15:41:54,9,4,040000813329,Ground Coffee,1,8.99
77,2024-01-02 15:41:54,9,5,040001330902,Milk,1,3.49
78,2024-01-02 15:52:26,4,1,040000073939,Bananas,2,0.59
78,2024-01-02 15:52:26,4,2,040000147878,Bread,1,2.99
78,2024-01-02 15:52:26,4,3,040001330902,Milk,1,3.49
78,2024-01-02 15:52:26,4,4,040001996353,Salsa,1,4.49
78,2024-01-02 15:52:26,4,5,040002218170,Tortilla Chips,1,3.99
79,2024-01-02 16:07:12,10,1,040000073939,Bananas,2,0.59
79,2024-01-02 16:07:12,10,2,040000147878,Bread,1,2.99
79,2024-01-02 16:07:12,10,3,040000887268,Guacamole,2,5.99
79,2024-01-02 16:07:12,10,4,040001330902,Milk,1,3.49
79,2024-01-02 16:07:12,10,5,040001996353,Salsa,1,4.49
79,2024-01-02 16:07:12,10,6,040002070292,Soda,2,1.99
79,2024-01-02 16:07:12,10,7,040002218170,Tortilla Chips,1,3.99
80,2024-01-02 16:14:02,7,1,040000591512,Eggs,1,4.29
80,2024-01-02 16:14:02,7,2,040002292109,Yogurt,1,1.29
81,2024-01-02 16:18:52,10,1,040000147878,Bread,2,2.99
81,2024-01-02 16:18:52,10,2,040000517573,Dish Soap,1,3.99
82,2024-01-02 16:19:26,9,1,040000073939,Bananas,1,0.59
82,2024-01-02 16:19:26,9,2,040000591512,Eggs,1,4.29
82,2024-01-02 16:19:26,9,3,040000665451,Frozen Pizza,1,5.99
82,2024-01-02 16:19:26,9,4,040001330902,Milk,3,3.49
82,2024-01-02 16:19:26,9,5,040001996353,Salsa,2,4.49
82,2024-01-02 16:19:26,9,6,040002070292,Soda,1,1.99
82,2024-01-02 16:19:26,9,7,040002218170,Tortilla Chips,2,3.99
83,2024-01-02 17:02:05,2,1,040000073939,Bananas,1,0.59
83,2024-01-02 17:02:05,2,2,040000221817,Burger Buns,1,2.49
83,2024-01-02 17:02:05,2,3,040000739390,Ground Beef,1,6.49
83,2024-01-02 17:02:05,2,4,040000961207,Ice Cream,1,4.99
84,2024-01-02 17:02:11,9,1,040000147878,Bread,1,2.99
84,2024-01-02 17:02:11,9,2,040000665451,Frozen Pizza,1,5.99
84,2024-01-02 17:02:11,9,3,040001035146,Jelly,1,3.49
84,2024-01-02 17:02:11,9,4,040001330902,Milk,1,3.49
84,2024-01-02 17:02:11,9,5,040001552719,Paper Towels,1,6.49
84,2024-01-02 17:02:11,9,6,040001848475,Peanut Butter,1,4.99
85,2024-01-02 17:03:15,5,1,040000443634,Coffee Creamer,1,3.79
85,2024-01-02 17:03:15,5,2,040000813329,Ground Coffee,2,8.99
85,2024-01-02 17:03:15,5,3,040001330902,Milk,1,3.49
86,2024-01-02 17:04:23,9,1,040000000000,Apples,1,2.49
86,2024-01-02 17:04:23,9,2,040000591512,Eggs,1,4.29
86,2024-01-02 17:04:23,9,3,040001256963,Maple Syrup,2,6.99
86,2024-01-02 17:04:23,9,4,040001404841,Onions,2,1.19
86,2024-01-02 17:04:23,9,5,040001478780,Pancake Mix,1,3.19
87,2024-01-02 17:06:07,5,1,040000073939,Bananas,1,0.59
87,2024-01-02 17:06:07,5,2,040000147878,Bread,1,2.99
87,2024-01-02 17:06:07,5,3,040001330902,Milk,1,3.49
88,2024-01-02 17:24:40,2,1,040000073939,Bananas,3,0.59
88,2024-01-02 17:24:40,2,2,040000591512,Eggs,1,4.29
88,2024-01-02 17:24:40,2,3,040000961207,Ice Cream,2,4.99
88,2024-01-02 17:24:40,2,4,040001552719,Paper Towels,2,6.49
89,2024-01-02 17:29:36,10,1,040000295756,Carrots,1,1.49
89,2024-01-02 17:29:36,10,2,040000591512,Eggs,1,4.29
89,2024-01-02 17:29:36,10,3,040000961207,Ice Cream,3,4.99
89,2024-01-02 17:29:36,10,4,040001330902,Milk,2,3.49
89,2024-01-02 17:29:36,10,5,040001700597,Pasta,1,1.79
89,2024-01-02 17:29:36,10,6,040001774536,Pasta Sauce,3,3.29
90,2024-01-02 17:37:55,8,1,040000517573,Dish Soap,1,3.99
90,2024-01-02 17:37:55,8,2,040001256963,Maple Syrup,1,6.99
90,2024-01-02 17:37:55,8,3,040001330902,Milk,1,3.49
90,2024-01-02 17:37:55,8,4,040001478780,Pancake Mix,1,3.19
91,2024-01-02 17:44:45,1,1,040000147878,Bread,1,2.99
91,2024-01-02 17:44:45,1,2,040000295756,Carrots,1,1.49
91,2024-01-02 17:44:45,1,3,040000665451,Frozen Pizza,1,5.99
91,2024-01-02 17:44:45,1,4,040001035146,Jelly,1,3.49
91,2024-01-02 17:44:45,1,5,040001848475,Peanut Butter,1,4.99
92,2024-01-02 17:46:05,9,1,040000073939,Bananas,2,0.59
92,2024-01-02 17:46:05,9,2,040000591512,Eggs,1,4.29
92,2024-01-02 17:46:05,9,3,040000961207,Ice Cream,1,4.99
93,2024-01-02 18:04:24,10,1,040000073939,Bananas,1,0.59
93,2024-01-02 18:04:24,10,2,040000147878,Bread,1,2.99
93,2024-01-02 18:04:24,10,3,040000221817,Burger Buns,1,2.49
